item_id,translated_name,original_name,collection_name,shopee_id (on_shopee),,,,,,,,,,,,,,,,,,,,,,,
116550502,3.1 Phillip Lim 靴子 黑色 二手,3.1 Phillip Lim・3.1 Phillip Lim ブーツ 黒 2020325F0017・ブーツその他・黒・EU37(23.5cm位),buyma-shopee-01_a60001___,#N/A,,,,,,,,,,,,,,,,,,,,,,,
116033998,3.1 Phillip Lim 靴子 黑色 二手,3.1 Phillip Lim・3.1 Phillip Lim ブーツ 黒 2020325F0047・ブーツその他・黒・EU37(23.5cm位),buyma-shopee-01_a60001___,47450947332,,,,,,,,,,,,,,,,,,,,,,,
117046020,3.1 Phillip Lim 靴子 黑色 二手,3.1 Phillip Lim・3.1 Phillip Lim ブーツ 黒 2020325F0085・ブーツその他・黒・EU35 1/2(22cm位),buyma-shopee-01_a60001___,#N/A,,,,,,,,,,,,,,,,,,,,,,,
112475408,3.1 Phillip Lim 鞋子 銀 二手,3.1 Phillip Lim・3.1 Phillip Lim バレエシューズ/オペラシューズ 2020324S0016・バレエシューズ・シルバー・EU37(23.5cm位),buyma-shopee-01_a60001___,48250947299,,,,,,,,,,,,,,,,,,,,,,,
118719631,45R A.A.R 涼鞋 高跟拖鞋 棕色 二手,45R・45R フォーティーファイブアール サンダル 茶 0356324O0053・サンダル・ミュール・茶・EU38(24.5cm位),buyma-shopee-01_a60001___,53400800302,,,,,,,,,,,,,,,,,,,,,,,
117195804,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
117493271,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
117788384,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
118168698,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
118261956,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
118791682,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
119067926,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
119153209,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
119153371,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
119629720,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
119827938,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
119827992,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
119992916,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
119992940,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,48050932772,,,,,,,,,,,,,,,,,,,,,,,
119992998,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
120043223,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
120043228,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
120043243,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
120239679,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
120451239,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
120451340,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
120496250,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
120496259,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
120496296,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
120496349,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
120640864,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
121413002,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
121701994,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
121923068,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
122069495,BVLGARI 寶格麗 戒指 透明 二手,Bvlgari・BVLGARI 指輪・指輪・リング・クリア・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
117141743,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
117141766,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
117580385,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,43276185981,,,,,,,,,,,,,,,,,,,,,,,
117701385,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
117788441,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
117903525,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
117903569,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
117903570,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
117903572,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
117986808,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
117986864,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
118261976,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
118643846,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
118644039,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
118791748,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
119067875,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
119067878,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
119067954,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
119067966,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
119291519,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
119375176,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
119827924,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
119827940,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
119827986,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
119992909,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
119993001,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
119993020,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
120043348,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
120496364,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
120749277,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
120749282,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
121080209,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
121340610,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
121490360,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
121702154,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
121923008,BVLGARI 寶格麗 戒指 金色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・ゴールド・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
116912199,BVLGARI 寶格麗 戒指 銀色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・シルバー・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
117039385,BVLGARI 寶格麗 戒指 銀色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・シルバー・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
117580390,BVLGARI 寶格麗 戒指 銀色 二手,Bvlgari・BVLGARI 指輪・指輪・リング・シルバー・ONE SIZE,buyma-shopee-01_a40003_Bvlgari__bvlgari,#N/A,,,,,,,,,,,,,,,,,,,,,,,
